1,3114,26340,4750,55167,51939
2,179401,40851,95654,7247,125974
3,3450,994,1837,745,8402
4,67618,8748,92046,7109,96530
5,6944,73501,175781,5450,174681
6,6387,155358,171763,8369,47044
7,8402,915,103221,6183,73501
8,2987,3945,2204,104074,2088
9,185435,72424,704,63222,1608
10,2989,7573,3635,2993,7040
11,3685,32862,101415,40962,2248
12,842,3719,8512,3031,62008
13,95193,175387,5448,172793,8015
14,79798,569,32139,2018,2824
15,57951,71970,1475,2406,95717
16,62250,1213,113416,128488,2332
17,7579,1678,30898,91077,232
18,91628,3045,73501,175781,173253
19,168174,73501,175781,344,182749
20,7981,2956,26344,26704,111
21,26344,33893,102760,168248,73501
22,8831,481,1891,4243,1336
23,136024,131439,6021,8798,82744
24,26467,8147,94810,7812,2662
25,1235,5902,1733,5384,8921
26,2848,90809,1446,3045,3951
27,5258,4849,5197,7312,5685
28,46,922,71902,109383,96945
29,26510,184987,148775,96832,121007
30,2731,102760,5888,8456,55036
31,3071,706,3916,6890,694
32,65642,1240,26554,67197,3503
34,2384,6517,31702,1099,91414
36,4056,51357,593,4629,4243
38,4649,73501,147142,175781,1007
39,8402,419,67618,98175,55190
40,1221,63062,44937,3711,858
41,4921,33162,1224,2730,26150
42,57843,493,2731,391,64231
43,7493,2226,8463,3524,3512
44,2161,62956,140737,3889,5638
45,80572,27899,66934,6408,76054
46,7131,96945,51834,71327,73023
47,481,146688,8957,61697,3849
48,42418,46,7131,3094,71327
49,2369,1554,4920,6376,848
50,4056,8670,27674,79536,1089
52,3531,54780,5450,96945,42004
53,6786,74624,3674,4750,4951
54,146986,3071,3286,167634,92643
55,4671,26151,6993,38798,33725
57,3112,4847,2245,26394,3506
58,48032,1277,96945,4357,8948
60,160573,56171,2161,35015,71745
61,8025,4438,55555,2419,5828
62,2469,55844,117107,3071,3816
63,520,73501,175781,2383,1034
64,8402,132660,103027,103502,4740
65,5461,73501,175781,3743,5458
66,1037,6264,122920,27905,58297
68,8402,50954,88672,92046,4782
69,50610,73501,175781,103602,5874
70,60522,27595,48678,52281,3264
71,227,548,105020,111146,5220
72,127130,32291,1596,69685,1121
73,26151,27721,3808,93114,8738
74,26308,3824,8327,72142,3668
75,81831,6286,32291,133545,94
76,60161,27905,58297,127323,748
77,6775,103107,7932,55156,118784
78,7040,117133,64231,111,132618
79,97860,157699,3420,3455,3946
80,5099,3307,2899,577,32289
81,79536,5384,8921,46,1502
82,7261,73501,136840,175781,32291
83,4061,1962,469,7396,26347
85,73023,8921,3155,46,136840
86,3404,39435,3405,27865,2893
87,2798,569,1016,374,2036
88,6587,121372,118930,168174,73501
89,104760,59369,119828,6196,26614
92,63992,2648,3436,4780,7208
93,842,168090,5128,166558,12
94,46976,138702,70334,3554,56060
95,155358,5479,5880,7573,2993
96,334,6688,26900,4831,73501
97,73344,44204,25963,2332,59995
99,550,1856,58191,6935,6042
100,26078,26344,334,605,3274
101,31923,8402,76173,27716,6551
102,132660,5222,3852,88911,936
103,7115,27482,72104,67799,5072
104,59429,3146,1328,2375,59667
105,4803,3834,64614,134041,90719
106,1175,5353,78116,6881,92665
107,6405,2005,27075,3674,7247
108,89090,173253,7932,71453,171011
110,1224,8045,49688,27708,58842
111,26344,52831,73741,1589,62394
112,4442,4717,6618,3432,1910
113,628,63062,171917,2445,3331
116,162,71640,178129,3719,64278
117,4424,32029,8645,43549,55036
118,8402,129,89388,5324,5503
119,73501,175781,144222,144,168174
121,4384,92954,80454,160422,3145
122,111622,1081,8402,44864,2418
123,1757,6939,147002,7486,27266
125,25947,92259,5298,129,8711
126,2162,2161,33681,162578,2033
128,118784,180777,2774,6299,49263
129,73501,175781,36477,8402,175705
132,707,5809,7018,2881,79536
135,73501,128914,175781,42725,2857
137,602,388,8025,4849,6775
140,74,2732,5298,1770,5667
141,4705,7023,6769,324,73501
144,144222,804,168174,1425,4782
145,7007,2956,1432,2881,4450
146,92348,2162,71745,162578,6170
147,409,26578,3678,1161,33725
148,122260,7303,49688,126430,4916
149,26231,2579,6868,7368,115569
150,54001,27002,924,105504,98061
151,49265,2427,8045,49688,27721
152,173253,334,27839,110603,32294
153,3740,117646,5803,350,1562
154,199,8239,4644,4671,79798
155,160422,4384,49688,141890,7248
156,194,3590,3424,38886,352
157,107408,6428,5060,4349,72178
158,42761,66915,4519,3672,124404
159,2332,6051,100383,8158,3272
160,32898,130842,135567,186587,27905
161,81782,7560,4033,715,5817
162,178129,118784,180777,104272,5483
163,3765,127108,2802,6709,5300
164,1252,4848,130482,1617,999
165,1036,2334,3744,26344,111
166,1405,7364,4242,7459,178615
168,8640,7714,3524,25946,2201
169,6169,455,2090,3674,7396
170,85796,37853,57843,155358,26184
171,73501,175781,173963,27370,32291
172,27905,58297,127323,1591,140956
173,27311,2528,7047,6800,104017
174,73501,175781,481,7319,100906
175,111817,62511,1938,32294,605
176,4649,70990,73501,92427,175781
177,1927,27604,172875,2787,89072
178,73501,175781,4357,4900,88448
179,91261,108540,30803,79798,8533
180,3743,65585,2259,8402,109483
181,1495,1826,33681,4750,1654
183,174479,48678,7115,4827,8967
184,152,59900,8331,168090,1203
185,171763,2881,165347,1556,74510
186,5503,468,8402,44864,55267
187,164647,175705,5929,36477,73501
188,31804,3852,117107,7116,3355
189,2356,140816,135777,3087,78116
